"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 19, 2018","0.011505","0.011689","0.011895","0.011451","24.36K","-1.57%"
"Jul 18, 2018","0.011689","0.012160","0.012635","0.011640","17.03K","-3.87%"
"Jul 17, 2018","0.012160","0.012430","0.012586","0.012010","22.07K","-2.21%"
"Jul 16, 2018","0.012435","0.012385","0.012601","0.012255","20.49K","0.41%"
"Jul 15, 2018","0.012385","0.012185","0.012459","0.012067","6.26K","1.64%"
"Jul 14, 2018","0.012185","0.012315","0.012349","0.012156","5.84K","-1.02%"
"Jul 13, 2018","0.012310","0.012309","0.012451","0.012214","7.31K","0.00%"
"Jul 12, 2018","0.012309","0.012248","0.012398","0.012012","10.35K","0.50%"
"Jul 11, 2018","0.012248","0.012035","0.012636","0.011940","15.42K","1.77%"
"Jul 10, 2018","0.012035","0.012050","0.012222","0.011683","25.14K","-0.12%"
"Jul 09, 2018","0.012050","0.012280","0.012314","0.012050","15.10K","-1.87%"
"Jul 08, 2018","0.012280","0.012561","0.012638","0.012225","10.02K","-2.22%"
"Jul 07, 2018","0.012559","0.012596","0.012615","0.012200","7.78K","-0.30%"
"Jul 06, 2018","0.012596","0.012735","0.012876","0.012500","10.01K","-1.09%"
"Jul 05, 2018","0.012735","0.012940","0.013047","0.012617","8.43K","-1.58%"
"Jul 04, 2018","0.012940","0.013029","0.013200","0.012900","10.81K","-0.68%"
"Jul 03, 2018","0.013029","0.012905","0.013502","0.012855","20.63K","0.96%"
"Jul 02, 2018","0.012905","0.012570","0.013045","0.012477","10.47K","2.72%"
"Jul 01, 2018","0.012563","0.012710","0.012713","0.012350","7.05K","-1.19%"
"Jun 30, 2018","0.012715","0.012754","0.013072","0.012531","12.17K","-0.30%"
"Jun 29, 2018","0.012754","0.012677","0.012884","0.012400","14.15K","0.61%"
"Jun 28, 2018","0.012677","0.013170","0.013250","0.012677","16.36K","-3.74%"
"Jun 27, 2018","0.013170","0.012480","0.013226","0.012416","14.67K","5.53%"
"Jun 26, 2018","0.012480","0.013059","0.013193","0.012432","19.43K","-4.43%"
"Jun 25, 2018","0.013059","0.013100","0.013382","0.012872","26.22K","-0.31%"
"Jun 24, 2018","0.013100","0.013410","0.013494","0.012645","43.07K","-2.31%"
"Jun 23, 2018","0.013410","0.014026","0.014167","0.013384","24.64K","-4.39%"
"Jun 22, 2018","0.014026","0.014391","0.014420","0.013500","35.46K","-2.60%"
"Jun 21, 2018","0.014400","0.014485","0.014601","0.014297","8.36K","-0.60%"
"Jun 20, 2018","0.014486","0.014626","0.014730","0.014393","8.43K","-1.05%"
"Jun 19, 2018","0.014640","0.014731","0.014870","0.014526","14.35K","-0.62%"
"Jun 18, 2018","0.014731","0.014735","0.014863","0.014500","18.52K","-0.02%"
"Jun 17, 2018","0.014735","0.014885","0.014969","0.014685","4.95K","-1.01%"
"Jun 16, 2018","0.014885","0.014960","0.014989","0.014664","8.79K","-0.47%"
"Jun 15, 2018","0.014955","0.015155","0.015198","0.014741","29.81K","-1.32%"
"Jun 14, 2018","0.015155","0.014878","0.015379","0.014675","33.57K","1.86%"
"Jun 13, 2018","0.014878","0.015301","0.015301","0.014327","36.55K","-2.77%"
